"","Time","Location","Type.of.bomb","Damage.or.other","lat","lon","district"
"474",1940-09-07 18:40:00,"Millwall Recreation Ground, E14, London, UK","EB","30x30 asphalt pavement damage",NA,NA,NA
"475",1940-09-07 18:40:00,"Globe Rope Works, East Ferry Road, , Millwall E14, London, UK","EB","200x30 building with machiner room and contents damaged",51.4944229,-0.0143504,"Tower Hamlets"
"476",1940-09-07 18:40:00,"A Yard Millwall Docks, E14, London, UK","EB.and.IB","Port of London Authority. No, 4, 4a and 5 warehouses, each of two floors and 400x60 damaged with contents.",51.5869681,-0.0415525277464496,"Waltham Forest"
"477",1940-09-07 18:41:00,"Cantrell Road, E3, London, UK","IB","1 x 1 ft of tarmac slightly damaged",51.52085115,-0.0276547761561904,"Tower Hamlets"
"478",1940-09-07 18:42:00,"Yeoman Street, Deptford SE8, London, UK","COB","20x10 roadways damage",51.513263,-0.089878,"City of London"
"479",1940-09-07 18:43:00,"31 Preston Street, Bethnal Green, E2, London, UK","IB","Front room on 1st floor and contents damaged, roof part off (4x3)",51.526864,-0.058509,"Tower Hamlets"
"480",1940-09-07 18:44:00,"Vesey Street, Poplar E14, London, UK","IB","A number of IB bombs burned out on road",51.5120509,-0.0144113,"Tower Hamlets"
"481",1940-09-07 18:45:00,"Brunswick Square, WC1, London, UK","EB","back room of 5th floor and contents slihghtly damaged 2x1 roof damage",51.5239066,-0.1224916,"Camden"
"482",1940-09-07 18:45:00,"Brunswick Square, WC1, London, UK","EB","2x2 roadway damage and some buildings lightly damaged",51.5239066,-0.1224916,"Camden"
"483",1940-09-07 18:45:00,"Tamar Street, Charlton, SE7, London, UK","EB","30x20 of roadway and paving severely damaged",51.4923624,0.0452724,"Greenwich"
"484",1940-09-07 18:45:00,"Holbeach Road Catford, SE6, London, UK",NA,"2x2 pavement damage",51.513263,-0.089878,"City of London"
"485",1940-09-07 18:45:00,"Catford Greyhound Staium, Catford SE6, London, UK",NA,"Falling Shrapnel",NA,NA,NA
"486",1940-09-07 18:45:00,"Mountsfeild park, Catford SE6, London, UK",NA,"unexplodedbomb on enclosed ground at rear of premises",51.448703,-0.029789,"Lewisham"
"487",1940-09-07 18:45:00,"7, King John Street, Poplar, Greater London, E1 3, London, UK","IB","Water Closet and contents slightly damaged. 2 x 1 ft of roof by breakage in yard",51.5175447,-0.0438432,"Tower Hamlets"
"488",1940-09-07 18:46:00,"276 Newcros Road, Newcross SE14, London, UK","IB","2x2 damage",51.4901146,-0.0425724,"Southwark"
"489",1940-09-07 18:46:00,"131, St Leonards Street, Leonards RD, Poplar, E14, London, UK","IB","Pawnbrokers- Shop and house of 7 rooms about 5/6 and contents severely damaged.",51.396069,-0.309199,"Kingston upon Thames"
"490",1940-09-07 18:47:00,"Deptford Church Street, SE8, London, UK","IB","Southern Rail. Railway arch damaged",51.513263,-0.089878,"City of London"
"491",1940-09-07 18:47:00,"Emmott Street E1, London, UK","IB","1 x 1 ft of tarmac damaged",51.513263,-0.089878,"City of London"
"492",1940-09-07 18:47:00,"Molassine Wharf, Greenwich, SE, London, UK","Unknow.enemy.action","Tow dumb barges, damaged and sunk",51.509648,-0.099076,NA
"493",1940-09-07 18:47:00,"Molassine Wharf, Greenwich, SE, London, UK","Unknow.enemy.action","Two dumb barges damaged",51.509648,-0.099076,NA
"494",1940-09-07 18:47:00,"A Yard Millwall Docks, E14, London, UK","EB","Port of London Authority. ""A"" Shed, awarehouse of two floors 400x60 damaged",51.5869681,-0.0415525277464496,"Waltham Forest"
"495",1940-09-07 18:50:00,"Newcross Gate Railway Station, Newcross, SE14, London, UK","EB","Owned by Southern Railway, booking hall, platform and a building damaged by explosion",51.438015,-0.048947,"Lewisham"
"496",1940-09-07 18:50:00,"1-6 Old Field Road, Rotherine, Se16, London, UK","EB","6 houses damaged",NA,NA,NA
"497",1940-09-07 18:50:00,"103 Skidmore Street, Stepney E1, London, UK","IB","House of 6 rooms. Back room and contents, severely damaged.",51.516152,-0.046262,"Tower Hamlets"
"498",1940-09-07 18:50:00,"30 East Ferry Road, Cubitt Town, E14, London, UK","IB","Shop and house of 6 rooms, and contents damaged",51.4986137,-0.010701,"Tower Hamlets"
"499",1940-09-07 18:51:00,"Grace Street, Bromley, E3, London, UK","IB","Starch Manufacturers. Range of buildings of 1-2 floors, covering 2 acres. 2/3 severely damaged",51.5262895,-0.0135086,"Tower Hamlets"
"500",1940-09-07 18:51:00,"14 Talwin Street, Bromley E3, London, UK","IB","Private house of 8 rooms severely damaged, part of roof off",51.5255908,-0.0126333,"Tower Hamlets"
"501",1940-09-07 18:51:00,"16 Talwin Street, Bromley, E3, London, UK","IB","Private house of 8 rooms severely damaged, part of roof off",51.5255908,-0.0126333,"Tower Hamlets"
"502",1940-09-07 18:52:00,"63 Stebondale Street, Cubitt Town, E14, London, UK","IB","Front room on 1st floor and contents damaged.",51.4883121,-0.0094641,"Tower Hamlets"
"503",1940-09-07 18:52:00,"Glengall Grove, E14, London, UK","EB","60x60 of roadway damaged",51.4952744,-0.010925,"Tower Hamlets"
"504",1940-09-07 18:52:00,"174 Glengall grove, Cubitt Town, E14, London, UK","EB","Off licence. Building of 3 floord 60x20 , used as dwelling and store, contents severly damaged.",51.4952744,-0.010925,"Tower Hamlets"
"505",1940-09-07 18:52:00,"172 Glengall Grove Cubitt Town, E14, London, UK","EB","Tobacconist, Shop and house of 6 rooms, damaged.",51.4952744,-0.010925,"Tower Hamlets"
"506",1940-09-07 18:55:00,"Alfred Street, Bow, E3, London, UK","IB","Back room on 2nd floor and contents slightly damaged. Roof by breakage",51.5284532,-0.02631,"Tower Hamlets"
"507",1940-09-07 18:55:00,"26 Ely Terrace, Stepney E1, London, UK","IB","Front room on 1st floor and contents damaged, roof part off",51.516152,-0.046262,"Tower Hamlets"
"508",1940-09-07 18:56:00,"Heybridge Avenue, SW16, London, UK","IB","10x10 grass damage",51.419074,-0.122546,"Lambeth"
"509",1940-09-07 18:57:00,"176, Glengall Grove, Cubitt Town, E14, London, UK","EB","6 houses, 6 rooms each damaged.",51.4952744,-0.010925,"Tower Hamlets"
"510",1940-09-07 18:57:00,"171 Stebondale Street, Cubitt Town, E14, London, UK","EB","8 houses 6 rooms each and contents damaged",51.4883121,-0.0094641,"Tower Hamlets"
"511",1940-09-07 18:57:00,"124 Stebondale Street, Cubitt Town, E14, London, UK","EB","11 houses of 6 rooms ad contents damaged",51.4883121,-0.0094641,"Tower Hamlets"
"512",1940-09-07 18:58:00,"Purcell Place, Hackney, E9, London, UK","IB","Front room on first floor and contents slightly damaged. 4x 2ft of roof by breakage",51.513263,-0.089878,"City of London"
"513",1940-09-07 18:59:00,"Commercial RD, E, London, UK","IB","2x 1 ft of paving damaged",51.5153402,-0.0703093,"Tower Hamlets"
"514",1940-09-07 19:00:00,"171, St. Asaph's Road, Brokerly SE4, London, UK","IB","6x4 roof damage",51.513263,-0.089878,"City of London"
"515",1940-09-07 19:00:00,"28 Harcourt Road, Brockley, SE4, London, UK","IB","Back room on 1st floor and contents damaged",51.5330166,0.0113001149038457,"Newham"
"516",1940-09-07 19:00:00,"Amesbury Avenue, Streatham, SW16, London, UK","IB","Anti- aircraft shell unexploded. And 2x2 roadway damaged",51.4383833,-0.1252045,"Lambeth"
"517",1940-09-07 19:00:00,"Bancroft Rd, Tower Hamlets, London E1, London, UK","IB","2 x 1ft of tarmac damaged",51.5257197,-0.0478664,"Tower Hamlets"
"518",1940-09-07 19:00:00,"86 Ernest Street, Stepney E1, London, UK","IB","Back room on 2nd floor and contents damaged. 3x4 room damaged.",51.5212984,-0.0433379,"Tower Hamlets"
"519",1940-09-07 19:00:00,"Pier Road, North Woolwich, E16, London, UK","EB.and.IB","London and North Eastern railway. 60x20x10 stack of coal 6 railway trucks and content severely damaged",51.4984784,0.0597035,"Newham"
"520",1940-09-07 19:01:00,"Wearside Road, Lewisam, SE13, London, UK","IB","IB on enclosed ground",51.457977,-0.016115,"Lewisham"
"521",1940-09-07 19:01:00,"Furze Street E3, London, UK","IB","2x1 ft of tarmac damaged",51.5182829,-0.021832,"Tower Hamlets"
"522",1940-09-07 19:03:00,"Eaton Place E9, London, UK","IB","Front room on 1st floor and contents damaged by fire. 4x2 ft of roof by breakage, ceiling and contents under by water.",51.513263,-0.089878,"City of London"
"523",1940-09-07 19:05:00,"Silk Mills Path, Lewisham SE13, London, UK","EB","Broadway Press, Ltd. Printers. Machine room, storage, roof damaged 200x150",51.465896,-0.012456,"Lewisham"
"524",1940-09-07 19:05:00,"86 Ernest Street, Stepney E1, London, UK","IB","Front room on 1st floor and contents damaged, roof part off (4x3)",51.5212984,-0.0433379,"Tower Hamlets"
"525",1940-09-07 19:06:00,"60 Buckhill Road, Eltham, SE9, London, UK",NA,"explosive bomb (unexploded) Yard damged.",51.451184,0.050318,"Greenwich"
"526",1940-09-07 19:06:00,"Canadian Produce Warehouse, Swedish Yard, Surrey, Commercial Docks, SE16, London, UK","COB","Port of London Authority. 300x100 six floor building. Station Officer H. W. Knightand one fireman killed by high explosive bomb the next day while attending to this fire.",51.499399,-0.127391048333331,"Westminster"
"527",1940-09-07 19:07:00,"55, Glengarnock Avenue, Cubitt town E14, London, UK","IB","A house of 6 rooms, upper part and contents severely damaged",51.4892166,-0.0081776,"Tower Hamlets"
"528",1940-09-07 19:07:00,"45, Glengarnock Avenue, Cubitt town E14, London, UK","IB","A house of 6 rooms, upper part and contents severely damaged",51.4892166,-0.0081776,"Tower Hamlets"
"529",1940-09-07 19:07:00,"34, Glengarnock Avenue, Cubbit town E14, London, UK","IB","A timber shed building about 12x 10 feet  used as store and contents severely damaged",51.4892166,-0.0081776,"Tower Hamlets"
"530",1940-09-07 19:07:00,"1 Pennyfields, London, UK
Poplar, London E14 8, London, UK","EB","Port of London Authority-About 60x40 ft of paving and some railway track damaged by explosion on dockside",51.509711,-0.0249714785933071,"Tower Hamlets"
"531",1940-09-07 19:08:00,"Manchester Road, Cubitt Town E14, London, UK","IB","Builders and Contractors- Some stock in yard and motor lorry damaged",51.5008976,-0.0088069,"Tower Hamlets"
"532",1940-09-07 19:10:00,"Hornlane East, Greenwich SE10, London, UK","EB","Southern rail. 30 ft roadway damaged",51.47625705,-0.0185120300855278,"Greenwich"
"533",1940-09-07 19:10:00,"Commercial RD, E, London, UK","IB","Zenith Garage-  Range of buildings of one and two floors about 90x 70ft, used as garage, offices and store. About 1/2 of contents severely damaged. Most part of roofs off.",51.5153402,-0.0703093,"Tower Hamlets"
"534",1940-09-07 19:10:00,"Glenarm Road, Clapton, E5, London, UK","EB","Roadway and 4 private houses damaged",51.5529461,-0.0470179,"Hackney"
"535",1940-09-07 19:11:00,"Butcher Row. Cable Street- Stepney E1, London, UK","EB","Cider factory-A building of one floor used as workshops, offices and stores severely damaged.",51.513263,-0.089878,"City of London"
"536",1940-09-07 19:13:00,"Belford Grove, Woolwich, SE18, London, UK",NA,"Suspected unexploded bomb",51.48817,0.060545,"Greenwich"
"537",1940-09-07 19:13:00,"Parry Place Woolwich Se18, London, UK",NA,"Suspected unexploded bomb",51.49049,0.072048,"Greenwich"
"538",1940-09-07 19:13:00,"Burrage Road SE18, London, UK",NA,"Suspected unexploded bomb",51.487284,0.073562,"Greenwich"
"539",1940-09-07 19:13:00,"Corborn Street, London, E3 2AB, London, UK","IB","2x1 paving damage",51.5811716,-0.0322047,"Waltham Forest"
"540",1940-09-07 19:14:00,"50 Ordnance Crescent, Greenwich SE10, London, UK","IB","Back room on 1st floor and contents damaged",51.5009845,0.0013941,"Greenwich"
"541",1940-09-07 19:15:00,"Canada yard, Surrey, Commercial Docks, SE16, London, UK","COB",""""" Timber yard 1 1/2 acre damaged.",51.499399,-0.127391048333331,"Westminster"
"542",1940-09-07 19:16:00,"40 and 42 Blackthorn Street Bow, E3, London, UK","EB","2 private houses damaged",51.5206879,-0.0199328,"Tower Hamlets"
"543",1940-09-07 19:17:00,"Folly House Barge Roads, Blackwall Reach, E, London, UK","IB","Seven dumb barges and contents severely damaged",51.4950847,-0.00570910722826442,"Tower Hamlets"
"544",1940-09-07 19:19:00,"Barnes Street. Redmond Lane. Old Church Road. Head Street. Caroline Street- Stepney E1, London, UK",NA,"Minor fire and explosion damage",51.513263,-0.089878,"City of London"
"545",1940-09-07 19:20:00,"Princes Rise, Lewisham, SE13, London, UK","IB","3x2 carriage way damaged",51.467981,-0.01021,"Lewisham"
"546",1940-09-07 19:20:00,"Lewisham Hill, Lewisham SE13, London, UK","EB","South Met Gas Company: Gas destroyed and carriage way (20x20)",51.467444,-0.009275,"Lewisham"
"547",1940-09-07 19:20:00,"Durham Row, Tower Hamlets London E1 ONP, London, UK","IB","4x3 roof damage",51.5173916,-0.0402804,"Tower Hamlets"
"548",1940-09-07 19:25:00,"19 Boyne Road, Lewisham, SE13, London, UK",NA,"2x2 roadway damage",51.4643426,-0.0065891,"Lewisham"
"549",1940-09-07 19:25:00,"Upper Quebec Yard, Surrey, Se16, London, UK","COB","Timber storage covering 2 acres, damaged.",51.41505,-0.0927,"Croydon"
"550",1940-09-07 19:25:00,"102 West Ferry Road, Millwall E14, London, UK","EB.and.IB","Wharfingers-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.490135,-0.020035,"Tower Hamlets"
"551",1940-09-07 19:25:00,"102 West Ferry Road, Millwall E14, London, UK","EB.and.IB","General Merchants-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.490135,-0.020035,"Tower Hamlets"
"552",1940-09-07 19:25:00,"104 West Ferry Road, Millwall E14, London, UK","EB.and.IB","Millwall Ingot Metals Ltd-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.490135,-0.020035,"Tower Hamlets"
"553",1940-09-07 19:25:00,"Glengall Wharf, Millwall E14, London, UK","EB.and.IB","Thames Oil Wharf-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.48239465,-0.0727723523404443,"Southwark"
"554",1940-09-07 19:25:00,"Union Road, Millwall E14, London, UK","EB.and.IB","Beer Retailer-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.4692589,-0.1308578,"Lambeth"
"555",1940-09-07 19:25:00,"Lying at Lollar Wharf, London, UK","EB.and.IB","About 6 dumb barges and contents severely damaged",51.411788,-0.307989,"Kingston upon Thames"
"556",1940-09-07 19:30:00,"Hutchings Wharf, Hutchings street, West Ferry Road, Millwall E14, London, UK","IB","Walkers Wharfage and Haulage Co.-A building of one floor about 60x 40 ft used as store and contents and come stock in yard slightly damaged.",51.43001455,-0.323323672685084,"Richmond upon Thames"
"557",1940-09-07 19:30:00,"Pelican Passage, Cambridge Heath Road, E1, London, UK","EB","Cambridge Warehouse Co. (General Merchants)150x100 four floor building used as stores. Ground and 1st severely damaged.",51.5343252,-0.057293,"Tower Hamlets"
"558",1940-09-07 19:35:00,"Whitman Road, Bow E3, London, UK","IB","2x1 paving damage",51.5244436,-0.0369173,"Tower Hamlets"
"559",1940-09-07 19:36:00,"Walker Street, E14, London, UK","IB","2x1 paving damage",51.513263,-0.089878,"City of London"
"560",1940-09-07 19:43:00,"3 Orchard Place, Blackheath, SE3, London, UK","IB","2x1 roof damage",51.3966067,0.115331281097562,"Bromley"
"561",1940-09-07 19:45:00,"Walter Terrace, Poplar, Greater London, E1 , London, UK","IB","Back room on 1st floor damaged.",51.5157822,-0.0437493,"Tower Hamlets"
"562",1940-09-07 19:46:00,"198 Lewisham High Street, Lewisham, SE13, London, UK",NA,"Electric cables burned in debris",51.459957,-0.0114171,"Lewisham"
"563",1940-09-07 19:47:00,"Canada yard, Surrey, Commercial Docks, SE16, London, UK","IB","Range of sheds with timbers covering 2 acres are damaged and falled down.",51.499399,-0.127391048333331,"Westminster"
"564",1940-09-07 19:51:00,"Otis Street, Bromley, E3, London, UK","IB","Gas and water leakage in street",51.5271246,-0.0100389,"Tower Hamlets"
"565",1940-09-07 19:53:00,"Trinity Wharf, Rotherhithe Street S.E.16, London, UK","IB","5 dumb barges unladen damaged",51.49489385,0.044305657823943,"Greenwich"
"566",1940-09-07 19:53:00,"Trinity Wharf, Rotherhithe Street S.E.16, London, UK","IB","2 dumb barges and contents damaged by fire and sunk",51.49489385,0.044305657823943,"Greenwich"
"567",1940-09-07 19:53:00,"Trinity Wharf, Rotherhithe Street S.E.16, London, UK","IB","dumb barge and contents damaged by fire and sunk",51.49489385,0.044305657823943,"Greenwich"
"568",1940-09-07 20:00:00,"38 Collent Street, E9, London, UK","IB","Back room on ground floor damaged.",51.5439463,-0.0478231,"Hackney"
"569",1940-09-07 20:01:00,"Aberdeen Wharf 94 \Wapping High Street, Tower Hamlets, London E1W 2ND, London, UK","EB","dumb barge damaged by explosion and sunk",51.5030752,-0.0589353963919076,"Tower Hamlets"
"570",1940-09-07 20:01:00,"St. Leonard's Street, Bromley E3, London, UK","IB","Gas leakage in street",51.527733,-0.0134319,"Tower Hamlets"
"571",1940-09-07 20:03:00,"St. Paul's Way, E3, London, UK","IB","2x1 paving damage",51.5181214,-0.0262533,"Tower Hamlets"
"572",1940-09-07 20:05:00,"Rhodeswell Road, E, London, UK","IB","2x1 paving damage",51.5184799,-0.0349656,"Tower Hamlets"
"573",1940-09-07 20:10:00,"Timothy Road, Poplar, Greater London E3 4, London, UK","IB","2x1 paving damage",51.513263,-0.089878,"City of London"
"574",1940-09-07 20:15:00,"Cavell Street- Stepney E1, London, UK",NA,"Minor fire and explosion damage",51.5190457,-0.0576876,"Tower Hamlets"
"575",1940-09-07 20:26:00,"307 Stepney Way E1, London, UK","IB","Back room on 2nd floor and contents damaged",51.513263,-0.089878,"City of London"
"576",1940-09-07 20:35:00,"391 Mile End Road, E, London, UK","EB","Buildings and contents severely damaged",51.52516065,-0.0351673701830466,"Tower Hamlets"
"577",1940-09-07 20:37:00,"Surbartic House, Larkhall lane, Clapham, SW4, London, UK","IB","IB in yard",51.4710908,-0.1309905,"Lambeth"
"578",1940-09-07 20:38:00,"Folly House Buoy, Blackwall Reach, E, London, UK","IB","2 dumb barges damaged",51.509648,-0.099076,NA
"579",1940-09-07 20:39:00,"Girdlers Road West Kensington w14, London, UK","EB","Roadway, Pavement, 4 inch gas main, a house and it's contents damaged",51.4961487,-0.2162454,"Hammersmith and Fulham"
"580",1940-09-07 20:40:00,"121 Vauxhall Bridge Road, Pimlico SW1, London, UK","IB","3x2 of flooring damage front room and 3rd floor also damaged",51.513263,-0.089878,"City of London"
"581",1940-09-07 20:40:00,"65 Effra Road, Brixton SW2, London, UK","IB","London County Council Architects Department. IB burned out in garden",51.4224661,-0.1940266,"Merton"
"582",1940-09-07 20:41:00,"Summerley Street, Wandworth, SW18, London, UK","IB","Southern trains 1x1 of deck planking damaged on bridge",51.440482,-0.188716,"Wandsworth"
"583",1940-09-07 20:42:00,"61 Cleaver Street, SE11, London, UK","IB","IB in yard",51.4880908,-0.1099268,"Lambeth"
"584",1940-09-07 20:42:00,"5 Ethelred Strret SE11, London, UK","IB","Minor fire and explosion damage",51.5080109,-0.15085580555169,"Westminster"
"585",1940-09-07 20:43:00,"Caldecot Road, Camberwell, SE5, London, UK","IB","London County Council. 85 ""U"" sub-station 2x1 tar damaged",51.4697232,-0.0942345,"Lambeth"
"586",1940-09-07 20:43:00,"31a Morecambe Street , SE17, London, UK","EB","Shop and house of 8 rooms damaged",51.4895551,-0.0927894,"Southwark"
"587",1940-09-07 20:43:00,"Browning Street, King and Queen Street, SE17, London, UK","EB","Shop and house of 3 rooms damaged",51.51327095,-0.0926511805100758,"City of London"
"588",1940-09-07 20:43:00,"24 Coleridge Buildings, King and Queen Street, SE17, London, UK","IB","Kitchen on 4th floor damaged",51.4889275,-0.093149,"Southwark"
"589",1940-09-07 20:43:00,"43 Browing Street, SE17, London, UK","IB","Back rooms 1st floor damaged",51.514997,-0.135882214691146,"Westminster"
"590",1940-09-07 20:43:00,"15 Manor Place, SE17, London, UK","IB","Southwark Borough Council Public Baths. 80x50 swimming pool and slipper baths damaged",51.4891466,-0.0973514,"Southwark"
"591",1940-09-07 20:43:00,"Larcombe Street, SE17, London, UK","IB","2x1 paving damage",51.4904137,-0.151740959302071,"Westminster"
"592",1940-09-07 20:44:00,"Oldfield Grove, Rotherithe SE16, London, UK","IB","Rope and Twine makers: 600x40 building, store and workhouse severely damaged and fallen down.",51.49951375,-0.189533446190403,"Kensington and Chelsea"
"593",1940-09-07 20:45:00,"99 Larkhall lane, Clapham SW4, London, UK","IB","Undertakers: 2x1 roof damage",51.4735516,-0.1277687,"Lambeth"
"594",1940-09-07 20:45:00,"99 Larkhall lane, Clapham SW4, London, UK","IB","2x1 roof damage",51.4735516,-0.1277687,"Lambeth"
"595",1940-09-07 20:45:00,"51 Paradise Road, Clapham, SW4, London, UK","IB","IB burned out in garden",51.4606041,-0.3004447,"Richmond upon Thames"
"596",1940-09-07 20:46:00,"Vauxhall Bridge Road Pimlico SW1, London, UK","IB","2x1 roadway damage",51.513263,-0.089878,"City of London"
"597",1940-09-07 20:46:00,"7 Pembroke Gardens, Kensington w8, London, UK","IB","IB unignited",51.4956989,-0.2002596,"Kensington and Chelsea"
"598",1940-09-07 20:46:00,"Jeffreys Road, Clapham SW4, London, UK","IB","Suspected presence of IB",51.648508,-0.029447,"Enfield"
"599",1940-09-07 20:47:00,"Peel House, Regency St, Horseferry Road SW1, London, UK","IB","2x1 concrete damage",51.49124,-0.132078,"Westminster"
"600",1940-09-07 20:48:00,"Vauxhall Walk, Lambeth, Se11, London, UK","IB","Minor fire and explosion damage",51.4894636,-0.116024123030614,"Lambeth"
"601",1940-09-07 20:50:00,"Stillington Street, Westminster, SW1, London, UK","IB","2x1 roadway damage",51.494225,-0.138053,"Westminster"
"602",1940-09-07 20:50:00,"Lillington Street, Pimlico, SW1, London, UK","IB","2x2 roadway damage",51.513263,-0.089878,"City of London"
"603",1940-09-07 20:50:00,"108, Earls Court Road, w8, London, UK","EB","14 rooms severely damaged, 1 male 1 femailekilled",51.4945178,-0.1954319,"Kensington and Chelsea"
"604",1940-09-07 20:50:00,"79-83c Lexham Gardens, w8, London, UK","EB","three private houses and contents severely damaged",51.495946,-0.191251,"Kensington and Chelsea"
"605",1940-09-07 20:50:00,"36 Willow Way, Sydenahm, SE26, London, UK","IB","IB burned out in garden",51.40495305,-0.029925549999999,"Bromley"
"606",1940-09-07 20:50:00,"Lydhurst Avenue, Streatham Hill, SW2, London, UK","EB","All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.4368178,-0.1178586,"Lambeth"
"607",1940-09-07 20:50:00,"Lydhurst Avenue, Streatham Hill, SW2, London, UK","EB","All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.4368178,-0.1178586,"Lambeth"
"608",1940-09-07 20:50:00,"Keymer Road, SW2, London, UK","EB","All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.4367796,-0.1192677,"Lambeth"
"609",1940-09-07 20:50:00,"Faygate Road, SW2, London, UK","EB","All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.4373981,-0.1205396,"Lambeth"
"610",1940-09-07 20:51:00,"20 Albert Embankment, Se11, London, UK","IB","Minor fire and explosion damage",51.4910162,-0.121382340042064,"Lambeth"
"611",1940-09-07 20:51:00,"Albert Embankment, SE11, London, UK","IB","IB in yard",51.4863869,-0.1233845,"Lambeth"
"612",1940-09-07 20:52:00,"Vauxhall Bridge Road, Pimlico, SW1, London, UK","IB","unexploded canon shell 2x1 roadway damage",51.513263,-0.089878,"City of London"
"613",1940-09-07 20:52:00,"York Hill, West Norwood, SE27, London, UK","IB","IB on road",51.435581,-0.106822,"Lambeth"
"614",1940-09-07 20:52:00,"Winton Lodge, Crown Lane Streatham, SW16, London, UK","IB","6x4 of grass burned in garden",51.4231729,-0.1095698,"Lambeth"
"615",1940-09-07 20:52:00,"Copenhagen Place, London, UK
Poplar, Greater London E14 7, London, UK","IB","2x1 paving damage",51.5150522,-0.0302606,"Tower Hamlets"
"616",1940-09-07 20:52:00,"Bow Road E3, London, UK","IB","2x1 paving damage",51.513263,-0.089878,"City of London"
"617",1940-09-07 20:52:00,"Salmon Lane, London, UK
Poplar, Greater London E14,, London, UK","IB","2x1 paving damage",51.512511,-0.031892,"Tower Hamlets"
"618",1940-09-07 20:53:00,"38 Collingtree Road, SE26, London, UK","IB","Back room on ground floor and contents damaged",51.4293008,-0.0563388,"Lewisham"
"619",1940-09-07 20:53:00,"43 Ellerslie Square, Clapham SW4, London, UK","IB","2x1 roof damage",51.4580342,-0.1277051,"Lambeth"
"620",1940-09-07 20:54:00,"5 Hermitage Lane, Streatham, SW16, London, UK","IB","Boot Repairer, IB burned out on roof.",51.4146307,-0.1238863,"Croydon"
"621",1940-09-07 20:55:00,"Stonhouse Street, Clapham, SW4, London, UK","EB","Roadway damaged, gas main fractured",51.4628707,-0.1364613,"Lambeth"
"622",1940-09-07 20:55:00,"Alexandra Mansions, 140, Stonhouse Street, Clapham SW4, London, UK","EB","A building of three floors 40x30 damaged by explosion.",51.4628707,-0.1364613,"Lambeth"
"623",1940-09-07 20:55:00,"Bellenden Road, Peckham, SE15, London, UK","EB","All damaged by explosion",51.469389,-0.072737,"Southwark"
"624",1940-09-07 20:55:00,"18-34 and 13-39 (inclusive) (23 buildings), London, UK","EB","All damaged by explosion",51.516124,-0.130633,"Westminster"
"625",1940-09-07 20:55:00,"Sheffield House, 3, 5 and 7 (3 buildings) , London, UK","EB","All damaged by explosion",51.516237,-0.130478,"Westminster"
"626",1940-09-07 20:55:00,"Bellenden Road, Peckham, SE15, London, UK","EB","All damaged by explosion",51.469389,-0.072737,"Southwark"
"627",1940-09-07 20:55:00,"Putney Heath, Putney SW15, London, UK","IB","10x10 grass damaged",51.4407022,-0.234861618300481,"Wandsworth"
"628",1940-09-07 20:56:00,"52 and 54 Danby Street, Peckham SE15, London, UK",NA,"Minor fire and explosion damage",51.4662797,-0.0750288000000007,"Southwark"
"629",1940-09-07 20:56:00,"31 Parkhouse Street, Peckham SE15, London, UK",NA,"Minor fire and explosion damage",51.4808296,-0.0869693,"Southwark"
"630",1940-09-07 20:56:00,"160 Rye Lane Peckham, SE15, London, UK",NA,"Minor fire and explosion damage",51.46788305,-0.0674533087056985,"Southwark"
"631",1940-09-07 20:56:00,"Southamton Way, Peckham SE15, London, UK",NA,"Minor fire and explosion damage",51.52362,-0.137031,"Camden"
"632",1940-09-07 20:56:00,"19 St. George's Way, Peckham SE15, London, UK",NA,"Minor fire and explosion damage",51.481802,-0.079786,"Southwark"
"633",1940-09-07 20:56:00,"Choumert Road, peckham SE15, London, UK",NA,"Minor fire and explosion damage",51.467481,-0.072401,"Southwark"
"634",1940-09-07 20:56:00,"Harris Street, Camberwell SE5, London, UK",NA,"Minor fire and explosion damage",51.5711437,-0.0276002,"Waltham Forest"
"635",1940-09-07 20:56:00,"Wells Way, Southwark, London SE5, United Kingdom, London, UK",NA,"Minor fire and explosion damage",51.4838526,-0.086117,"Southwark"
