original_,original_Location,lat,lon,formatted,housenumber,name,street,postcode,district,suburb,county_code,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
256,"30 Rashmore Road, Charlton, SE7. 28, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
257,"63, Chancery lane, WC1, London, UK",51.5175878,-0.1133627,"63 Chancery Lane, City of London, WC2A 3UE, United Kingdom",63,,Chancery Lane,WC2A 3UE,City of London,Blackfriars,,City of London,Greater London,England,ENG,United Kingdom,gb,0.81,0.81,0.81,,,
258,"4, Southampton Buildings WC1, London, UK",51.517038,-0.1127439,"Southampton Buildings, City of London, WC2A 1HL, United Kingdom",,Southampton Buildings,Southampton Buildings,WC2A 1HL,,Blackfriars,,City of London,Greater London,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
259,"Grays Inn Road WC1, London, UK",51.5281321,-0.1190709,"Grays Inn Road, London, WC1X 8DP, United Kingdom",,Grays Inn Road,Grays Inn Road,WC1X 8DP,London Borough of Camden,King's Cross,,London,Greater London,England,ENG,United Kingdom,gb,0.75,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
260,"Hollydale Road, Peckham, SE15, London, UK",51.468939,-0.055735,"Hollydale Road, London, S E15, United Kingdom",,,Hollydale Road,S E15,Southwark,Nunhead,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
261,"Hollydale Road, Peckham SE15, London, UK",51.468939,-0.055735,"Hollydale Road, London, S E15, United Kingdom",,,Hollydale Road,S E15,Southwark,Nunhead,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
262,"66 Hundson Road, Newcross, SE14, London, UK",51.464711,-0.032515,"66 Cranfield Road, London, S E14, United Kingdom",66,,Cranfield Road,S E14,Lewisham,Brockley,,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
263,"181 Wellmeadow Road, Catford, SE6, London, UK",51.4451794,0.0024166,"Wellmeadow Road, London, SE6 1AY, United Kingdom",,Wellmeadow Road,Wellmeadow Road,SE6 1AY,London Borough of Lewisham,Hither Green,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
264,"Alnwick Road Eltham Se12, London, UK",51.5117744,0.0341937,"Alnwick Road, London, E16 3HN, United Kingdom",,Alnwick Road,Alnwick Road,E16 3HN,London Borough of Newham,Silvertown,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
265,"34 Winn Road Lee, SE12, London, UK",51.4423015,0.0229642,"Winn Road, London, SE12 9EX, United Kingdom",,Winn Road,Winn Road,SE12 9EX,Royal Borough of Greenwich,Horn Park,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
266,"31-37 Abernethy Road Lewisham Se13, London, UK",51.4580146,0.0011339,"Abernethy Road, London, SE13 5QJ, United Kingdom",,Abernethy Road,Abernethy Road,SE13 5QJ,London Borough of Lewisham,Hither Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
267,"Stonhouse Street, Clapham, SW4, London, UK",51.4628707,-0.1364613,"Stonhouse Street, London, SW4 6BB, United Kingdom",,Stonhouse Street,Stonhouse Street,SW4 6BB,London Borough of Lambeth,Clapham Park,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
268,"216 Goswel Road, EC1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
269,"Strand WC2, London, UK",51.512337,-0.116791,"Strand, London, WC2, United Kingdom",,,Strand,WC2,Westminster,Aldwych,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
270,"240 Goswell Road, EC1, London, UK",51.527928,-0.1007133,"240 Goswell Road, London, EC1V 7DB, United Kingdom",240,,Goswell Road,EC1V 7DB,Islington,Finsbury,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
271,"107-111, Newington Butts, SE11, London, UK",51.492483,-0.1015059,"107 Newington Butts, London, S E11, United Kingdom",107,,Newington Butts,S E11,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
272,"133-139 Newington Butts, SE11, London, UK",51.4916264,-0.1027276,"133 Newington Butts, London, S E11, United Kingdom",133,,Newington Butts,S E11,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
273,"141, Newington Butts, SE11, London, UK",51.491145,-0.103156,"141 Newington Butts, London, S E11, United Kingdom",141,,Newington Butts,S E11,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
274,"129-131, Newington Butts, SE11, London, UK",51.4918498,-0.1023581,"129 Newington Butts, London, S E11, United Kingdom",129,,Newington Butts,S E11,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
275,"2-8 Crampton Street, Southwark, SE17, London, UK",51.4898017,-0.0992662,"Crampton Street, London, SE17 3BF, United Kingdom",,Crampton Street,Crampton Street,SE17 3BF,London Borough of Southwark,Elephant and Castle,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
276,"86-102 Newington Butts, SE11, London, UK",51.4911036,-0.1031829,"Newington Butts, London, SE11 4RN, United Kingdom",,Newington Butts,Newington Butts,SE11 4RN,London Borough of Southwark,Elephant and Castle,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
277,"147 Walworth Road, SE17, London, UK",51.4909951,-0.097418,"147 Walworth Road, London, S E17, United Kingdom",147,,Walworth Road,S E17,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
278,"8-12 Dundas Road Camberwell SE15, London, UK",51.4703705,-0.0552816,"Dundas Road, London, SE15 2DR, United Kingdom",,Dundas Road,Dundas Road,SE15 2DR,London Borough of Southwark,Nunhead,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
279,"105-113 Tyrwhitt Road, Brockley, SE4, London, UK",51.4650128,-0.0243932,"Tyrwhitt Road, London, SE4 1QD, United Kingdom",,Tyrwhitt Road,Tyrwhitt Road,SE4 1QD,London Borough of Lewisham,Ladywell,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
280,"Glenton Road, Leiwsham SE13, London, UK",51.459508,0.000105,"Glenton Road, London, S E13, United Kingdom",,,Glenton Road,S E13,Lewisham,Lewisham,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
281,"Tarn Street, Camberwell, Greater London, SE1, London, UK",51.496317,-0.098223,"Tarn Street, London, SE1, United Kingdom",,,Tarn Street,SE1,Southwark,Elephant and Castle,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
282,"Braganza Street, Se17, London, UK",51.487529,-0.104093,"Braganza Street, London, S E17, United Kingdom",,,Braganza Street,S E17,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
283,"82 Reculver Road, Rotherhithe, SE16, London, UK",51.4885858,-0.0482638,"Reculver Road, London, SE16 2RS, United Kingdom",,Reculver Road,Reculver Road,SE16 2RS,London Borough of Lewisham,,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
284,"Westminster Bridge, SW1, London, UK",51.5008769,-0.1227638,"Westminster Bridge, London, SW1A 2JH, United Kingdom",,Westminster Bridge,Westminster Bridge,SW1A 2JH,,Lambeth,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
285,"215-217, Commercial Road, Stepney E1, London, UK",51.5147082,-0.0588757,"215 Commercial Road, London, United Kingdom",215,,Commercial Road,,Tower Hamlets,Whitechapel,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
286,"Tynte Street, Homerton E9, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
287,"Lewisham Hospital, Lewisham , SE13, London, UK",51.4530495,-0.0163314,"Lewisham Hospital, Lewisham High Street, London, SE13 6RA, United Kingdom",,Lewisham Hospital,Lewisham High Street,SE13 6RA,London Borough of Lewisham,Ladywell,,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
288,"Rolt Street, Deptford, SE8, London, UK",51.484412,-0.0330525,"Rolt Street, London, SE8 5PP, United Kingdom",,Rolt Street,Rolt Street,SE8 5PP,London Borough of Lewisham,New Cross,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
289,"36-38 Cliffview Road, Lewisham SE13, London, UK",51.4617345,-0.0228834,"Cliffview Road, London, SE13 7DB, United Kingdom",,Cliffview Road,Cliffview Road,SE13 7DB,London Borough of Lewisham,Ladywell,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
290,"31 Amelia Street, Walworth Se17, London, UK",51.4898296,-0.0979612,"Amelia Street, London, SE17 3BY, United Kingdom",,Amelia Street,Amelia Street,SE17 3BY,London Borough of Southwark,Elephant and Castle,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
291,"Carpenters Rd E15, London, UK",51.5428849,-0.0200497,"Carpenters Road, London, E15 2HG, United Kingdom",,Carpenters Road,Carpenters Road,E15 2HG,London Borough of Tower Hamlets,Bow,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
292,"Bedford Road, WC1, London, UK",51.4612169,-0.1292725,"Bedford Road, London, SW4 7RA, United Kingdom",,Bedford Road,Bedford Road,SW4 7RA,London Borough of Lambeth,Clapham Park,,London,Greater London,England,ENG,United Kingdom,gb,0.3106173913043478,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
293,"1 Philpot Street, Stepney, E1, London, UK",51.515306,-0.0587263,"Philpot Street, London, E1 2BT, United Kingdom",,Philpot Street,Philpot Street,E1 2BT,London Borough of Tower Hamlets,Whitechapel,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
294,"Upbrook Mews, Hyde Park, w2, London, UK",51.508825,-0.163772,"Hyde Park, London, ENG, United Kingdom",,Hyde Park,,,Westminster,Hyde Park,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
295,"Wallis Road, Hackney Wick, E9, London, UK",51.5437483,-0.025328,"Wallis Road, London, E9 5LH, United Kingdom",,Wallis Road,Wallis Road,E9 5LH,London Borough of Hackney,Hackney Wick,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
296,"2 Leamore St, Hammersmith, w6, London, UK",51.494401,-0.2298965,"2 Leamore Street, London, W6 0JZ, United Kingdom",2,,Leamore Street,W6 0JZ,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
297,"140 Dorset House, Marylebone Road, NW1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
298,"Baker Street, w1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.6363636363636364,1,,,,https://www.whosonfirst.org/docs/licenses/
299,"Seymour Buildings, Seymour Place, Westminister, London W1, London, UK",51.497991,-0.12875,"Westminster, London, W1, United Kingdom",,Westminster,,W1,Westminster,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
300,"Addison Road, Kensington, w14, London, UK",51.4985345,-0.2059417,"Addison Road, London, W14 8JJ, United Kingdom",,Addison Road,Addison Road,W14 8JJ,Royal Borough of Kensington and Chelsea,Earl's Court,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301,"Railway Arches, Hammersmith Grove, Hammersmith, w6, London, UK",51.5001854,-0.2281931,"Hammersmith Grove, London, W6 0NJ, United Kingdom",,Hammersmith Grove,Hammersmith Grove,W6 0NJ,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
302,"Eade Road, Finsbury Park, N4, London, UK",51.5741861,-0.094795,"Eade Road, London, N4 1DH, United Kingdom",,Eade Road,Eade Road,N4 1DH,London Borough of Haringey,Harringay,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
303,"Crawford Street, w1, London, UK",51.5430557,-0.2629574,"Crawford Street, London, NW10 8RN, United Kingdom",,Crawford Street,Crawford Street,NW10 8RN,London Borough of Brent,Harlesden,,London,Greater London,England,ENG,United Kingdom,gb,0.8280000000000001,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
304,"Holland Villas Road , Kensington W1, London, UK",51.5039636,-0.2125708,"Holland Villas Road, London, W14 8AN, United Kingdom",,Holland Villas Road,Holland Villas Road,W14 8AN,Royal Borough of Kensington and Chelsea,Notting Hill,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
305,"158 Sussec Gardens, w2, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
306,"9 Kensington Palace Gardens, w8, London, UK",51.50871745,-0.1914571055067842,"9 Kensington Palace Gardens, London, W8 4QN, United Kingdom",9,,Kensington Palace Gardens,W8 4QN,Royal Borough of Kensington and Chelsea,South Kensington,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
307,"1-15 Haddo Terrace, Greenwich SE10, London, UK",51.54880875,-0.06369674645381637,"1-15 Lushington Terrace, London, E8 2HR, United Kingdom",1-15,,Lushington Terrace,E8 2HR,London Borough of Hackney,Shacklewell,,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
308,"Prior Street Greenwich, SE10, London, UK",51.476305,-0.010948,"Prior Street, London, S E10, United Kingdom",,,Prior Street,S E10,Greenwich,Greenwich,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
309,"Vauxhall Walk, Lambeth, Se11, London, UK",51.48946359999999,-0.1160241230306141,"Vauxhall Walk, London, S E11, United Kingdom",,Vauxhall Walk,,S E11,London Borough of Lambeth,Lambeth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
310,"99-101 Cambridge heath Road, Bethnal Green, E2, London, UK",51.5272799,-0.0555016,"100 Cambridge Heath Road, London, E2 9NS, United Kingdom",100,,Cambridge Heath Road,E2 9NS,Tower Hamlets,Whitechapel,,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,,,
311,"94 Royal Hill, Greenwich SE10, London, UK",51.4758149,-0.0105067,"Royal Hill Sweet Shop, 94 Royal Hill, London, SE10 8SE, United Kingdom",94,Royal Hill Sweet Shop,Royal Hill,SE10 8SE,Royal Borough of Greenwich,East Greenwich,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
312,"96 Royal Hill, Greenwich SE10, London, UK",51.4784008,-0.0105696,"Royal Hill, London, SE10 8RD, United Kingdom",,Royal Hill,Royal Hill,SE10 8RD,Royal Borough of Greenwich,,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
313,"98 Royal Hill, Greenwich SE10, London, UK",51.4784008,-0.0105696,"Royal Hill, London, SE10 8RD, United Kingdom",,Royal Hill,Royal Hill,SE10 8RD,Royal Borough of Greenwich,,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
314,"Polygon Road, NW1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.3451304347826087,0.3969,,,,https://www.whosonfirst.org/docs/licenses/
315,"New Kent Road, Se1 and Trocadero Cinema , London, UK",51.494312,-0.095604,"New Kent Road, London, SE1 6TJ, United Kingdom",,,New Kent Road,SE1 6TJ,Southwark,Elephant and Castle,,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
316,"Steedman  Street, Se17, London, UK",51.49171,-0.098921,"Steedman Street, London, S E17, United Kingdom",,,Steedman Street,S E17,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
317,"117 Walworth Road, Se17, London, UK",51.4918067,-0.0981441,"117 Walworth Road, London, S E17, United Kingdom",117,,Walworth Road,S E17,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
318,"50, Rushey Gren, Catford, Se6, London, UK",51.444491,-0.020091,"Rushey Green, London, United Kingdom",,,Rushey Green,,Lewisham,Catford,,London,Greater London,England,ENG,United Kingdom,gb,0.36000000000000004,1,0.7200000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
319,"Westferry Road, Docklands, London E14, London, UK",51.503813,-0.025677,"Westferry Road, London, E14, United Kingdom",,,Westferry Road,E14,Tower Hamlets,Canary Wharf,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
320,"Thorpes Wharf, Brewhouse Lane, Stopney E1, London, UK",51.5044988,-0.0575311,"Brewhouse Lane, London, E1W 2RT, United Kingdom",,Brewhouse Lane,Brewhouse Lane,E1W 2RT,London Borough of Tower Hamlets,Wapping,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
321,"Pier Road, North Woolwich, E16, London, UK",51.4984784,0.0597035,"Pier Road, London, E16 2ZD, United Kingdom",,Pier Road,Pier Road,E16 2ZD,London Borough of Newham,North Woolwich,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
322,"2 Athol Street, Poplar E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
323,"24-48 Dee Street, Poplar E14. 2-22., London, UK",51.5136478,-0.0072569,"Dee Street, London, E14 0PF, United Kingdom",,Dee Street,Dee Street,E14 0PF,London Borough of Tower Hamlets,Blackwall,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
324,"Culloden Street School, Poplar, E14. , London, UK",51.513779,-0.007853,"Culloden Street, London, United Kingdom",,,Culloden Street,,Tower Hamlets,Poplar,,London,Greater London,England,ENG,United Kingdom,gb,0.23813999999999996,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
325,"50 -68 and 41-71 Aberfeldy Street Poplar, E14., London, UK",51.514062,-0.005828,"Aberfeldy Street, London, United Kingdom",,,Aberfeldy Street,,Tower Hamlets,Poplar,,London,Greater London,England,ENG,United Kingdom,gb,0.33333333333333337,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
326,"2-36 and 1-37 Ettrick Street Poplar, E14, London, UK",51.514027,-0.006604,"Ettrick Street, London, United Kingdom",,,Ettrick Street,,Tower Hamlets,Poplar,,London,Greater London,England,ENG,United Kingdom,gb,0.33333333333333337,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
327,"139 Walworth Road Se17, London, UK",51.4910507,-0.0974576,"139 Walworth Road, London, S E17, United Kingdom",139,,Walworth Road,S E17,Southwark,Walworth,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
328,"30 Kenton Road, Hackney E9, London, UK",51.544343,-0.045388,"30 Kenton Road, London, United Kingdom",30,,Kenton Road,,Hackney,Hackney Central,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
329,"Mare Street, Hackney, E9, London, UK",51.5460626,-0.0550973,"Mare Street, London, E8 1EJ, United Kingdom",,Mare Street,Mare Street,E8 1EJ,London Borough of Hackney,Clapton,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
330,"186, 188, 190 and 192. 233-251, 201-231 and 253-257., London, UK",51.400646,-0.166591,"188, London, United Kingdom",,,188,,Merton,Mitcham,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
331,"9 Lyme Grove, Hackney , e9, London, UK",51.5431563,-0.052602062505895754,"Protea Place, 1-9 Lyme Grove, London, E9 6NE, United Kingdom",1-9,Protea Place,Lyme Grove,E9 6NE,London Borough of Hackney,Homerton,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
332,"12. St. Thomas Square E9, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
333,"London Lane, Hackney, London E8, London, UK",51.541974,-0.0564637,"London Lane, London, E8 3PN, United Kingdom",,London Lane,London Lane,E8 3PN,London Borough of Hackney,Shacklewell,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
334,"Tillostson Street, Dean Cross Street, Stepney, E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
335,"41-47 Abernethy Road, Lee SE12, London, UK",51.457873,0.001197,"Abernethy Road, London, S E12, United Kingdom",,,Abernethy Road,S E12,Lewisham,Hither Green,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
336,"17, 17a, 17b, Doris Street, SE11, London, UK",51.518409,-0.1415327,"17B Riding House Street, London, W1W 7HR, United Kingdom",17B,,Riding House Street,W1W 7HR,Westminster,Fitzrovia,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.53865,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
337,"Eckington Gardens, Newcross SE14, London, UK",51.438015,-0.048947,"South Road, London, S E14, United Kingdom",,,South Road,S E14,Lewisham,Forest Hill,,London,Greater London,England,ENG,United Kingdom,gb,0.405,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
338,"72-74 Ansdell Road, Peckham, SE15, London, UK",51.467947,-0.0542334,"Ansdell Road, London, SE15 2DY, United Kingdom",,Ansdell Road,Ansdell Road,SE15 2DY,London Borough of Southwark,Nunhead,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
339,"Valentine Road, Hackney E9, London, UK",51.544141,-0.0448267,"Valentine Road, London, E9 5BA, United Kingdom",,Valentine Road,Valentine Road,E9 5BA,London Borough of Hackney,Homerton,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
340,"Poole Road, London E9 7AE, London, UK",51.543609,-0.04569,"Poole Road, London, E9 7AE, United Kingdom",,,Poole Road,E9 7AE,Hackney,Hackney Central,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
341,"189, Sussex Gardens W2, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
342,"Bale Rd, Tower Hamlets, London E1 4QJ, United Kingdom, London, UK",51.5198761,-0.0397796,"Bale Road, London, E1 4QJ, United Kingdom",,Bale Road,Bale Road,E1 4QJ,London Borough of Tower Hamlets,Stepney,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
343,"Benledi Street, Poplar E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.11607142857142856,0.14285714285714285,,,,https://www.whosonfirst.org/docs/licenses/
