original_,original_Location,lat,lon,formatted,housenumber,name,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
261,"25, Upcott Street, SE15, London, UK",51.51521655,-0.08387807611747117,"Tower 42, 25 Old Broad Street, City of London, EC2N 1BR, United Kingdom",25,Tower 42,Old Broad Street,EC2N 1BR,City of London,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.3969,1,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
262,"Jeringham Road, Newcross, SE14, London, UK",51.4736737,-0.0573427,"Queens Road Peckham, Station Passage, London, SE15 2JR, United Kingdom",,Queens Road Peckham,Station Passage,SE15 2JR,London Borough of Southwark,,Peckham,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
263,"26 Bushmoor Crescent, Plumstead, SE18, London, UK",51.4740831,0.0713002,"Bushmoor Crescent, London, SE18 3EF, United Kingdom",,Bushmoor Crescent,Bushmoor Crescent,SE18 3EF,Royal Borough of Greenwich,,Shooters Hill,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
264,"22 Matlock Street, Poplar, Greater London E14 7, London, UK",51.51546635,-0.03961869861991869,"22 Matlock Street, London, E14 7NN, United Kingdom",22,,Matlock Street,E14 7NN,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
265,"Burdett Road, E3, London, UK",51.5176649,-0.0299186,"Burdett Road, London, E3 4LD, United Kingdom",,Burdett Road,Burdett Road,E3 4LD,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.3247363636363636,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
266,"Dudgeons Wharf, Manchester Road, Cubitt town, E14, London, UK",51.5008976,-0.0088069,"Manchester Road, London, E14 9ST, United Kingdom",,Manchester Road,Manchester Road,E14 9ST,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
267,"Transporter Yard, East Ferry Road, Millwall, E14, London, UK",51.4944229,-0.0143504,"East Ferry Road, London, E14 9GL, United Kingdom",,East Ferry Road,East Ferry Road,E14 9GL,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
268,"207 Waller Road, Newcross, SE14, London, UK",51.4683523,-0.047099010877498355,"207 Waller Road, London, SE14 5LX, United Kingdom",207,,Waller Road,SE14 5LX,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
269,"Riverway, Blackwall Lane, East Greenwich, SE10, London, UK",51.486011,0.007239,"Blackwall Lane, London, S E10, United Kingdom",,,Blackwall Lane,S E10,Greenwich,,Greenwich,London,Greater London,England,ENG,United Kingdom,gb,0.29767499999999997,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
270,"Riverway, Blackwall Lane, East Greenwich, SE10, London, UK",51.486011,0.007239,"Blackwall Lane, London, S E10, United Kingdom",,,Blackwall Lane,S E10,Greenwich,,Greenwich,London,Greater London,England,ENG,United Kingdom,gb,0.29767499999999997,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
271,"94-120, Riverway, Blackwall Lane, East Greenwich, SE10, London, UK",51.4839838,0.0014102,"Aimen's Sushi, 94 Trafalgar Road, London, SE10 9UW, United Kingdom",94,Aimen's Sushi,Trafalgar Road,SE10 9UW,Royal Borough of Greenwich,,East Greenwich,London,Greater London,England,ENG,United Kingdom,gb,0.25725,0.7,0.3086999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
272,"100-108 Riverway, Blackwall Lane, East Greenwich, SE10, London, UK",51.4864147,0.0384078,"148,148H,146,144,142,140,138,136,134,130,132,128,126,124,122,120,118,116,114,112,110,108,106,104,102,100,98 Charlton Lane, London, SE7 8RG, United Kingdom","148,148H,146,144,142,140,138,136,134,130,132,128,126,124,122,120,118,116,114,112,110,108,106,104,102,100,98",,Charlton Lane,SE7 8RG,Royal Borough of Greenwich,,Charlton,London,Greater London,England,ENG,United Kingdom,gb,0.14124375000000003,0.63,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
273,"North Atlantic Import Shed, Finland Yard Surrey, Commercial Docks, SE16, London, UK",51.495852,-0.037898,"Finland Street, London, S E16, United Kingdom",,,Finland Street,S E16,Southwark,,Surrey Quays,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
274,"2 Hick Street, Rotherhithe, SE16, London, UK",51.5487166,-0.07928550819738878,"Railway Tavern, 2 St Jude Street, London, N16 8JT, United Kingdom",2,Railway Tavern,St Jude Street,N16 8JT,London Borough of Islington,,Canonbury,London,Greater London,England,ENG,United Kingdom,gb,0.567,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
275,"Priory Place, Well Street, Hackney E9, London, UK",51.5416308,-0.0489372,"Well Street, London, E9 7LJ, United Kingdom",,Well Street,Well Street,E9 7LJ,London Borough of Hackney,,Homerton,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
276,"275 Bancroft Road, Tower Hamlets London E1, London, UK",51.5249543,-0.0432759,"275 Bancroft Road, London, E1 4DG, United Kingdom",275,,Bancroft Road,E1 4DG,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
277,"4 Ainsworth Road, Hackney, E2, London, UK",51.5387491,-0.050124,"Ainsworth Road, London, E9 7JE, United Kingdom",,Ainsworth Road,Ainsworth Road,E9 7JE,London Borough of Hackney,,Homerton,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
278,"North Woolwich Roads E, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.6666666666666667,1,,,,https://www.whosonfirst.org/docs/licenses/
279,"307 Stepney Way E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
280,"Glengall Grove, Millwall, E14, London, UK",51.4952744,-0.010925,"Glengall Grove, London, E14 3HQ, United Kingdom",,Glengall Grove,Glengall Grove,E14 3HQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
281,"112 Waller Road, Newcross, SE14, London, UK",51.469673799999995,-0.04812892896476909,"112 Waller Road, London, SE14 5LU, United Kingdom",112,,Waller Road,SE14 5LU,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
282,"Lewisham High Street, Se13, London, UK",51.4505253,-0.0169312,"Lewisham High Street, London, SE6 4AP, United Kingdom",,Lewisham High Street,Lewisham High Street,SE6 4AP,London Borough of Lewisham,,Ladywell,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
283,"97 Ainsworth Road, Hackney E9, London, UK",51.5397153,-0.050745,"Ainsworth Road, London, E9 7LP, United Kingdom",,Ainsworth Road,Ainsworth Road,E9 7LP,London Borough of Hackney,,Homerton,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
284,"Wellington Way Buildings, Wellington Way, Bow E3, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
285,"Stebondale St, London, UK
Poplar, Greater London E14 3, London, UK",51.4883121,-0.0094641,"Stebondale Street, London, E14 3DQ, United Kingdom",,Stebondale Street,Stebondale Street,E14 3DQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
286,"Bow Rd, London, UK
Poplar, Greater London E3, London, UK",51.5281444,-0.0229147,"Bow Road, London, E3 2AN, United Kingdom",,Bow Road,Bow Road,E3 2AN,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
287,"Old Gravel Lane, Wapping E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
288,"Axminster Road, Holloway, N7, London, UK",51.5609212,-0.118221,"Axminster Road, London, N7 6BT, United Kingdom",,Axminster Road,Axminster Road,N7 6BT,London Borough of Islington,,Holloway,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
289,"Axminster Road, Holloway, N7, London, UK",51.5609212,-0.118221,"Axminster Road, London, N7 6BT, United Kingdom",,Axminster Road,Axminster Road,N7 6BT,London Borough of Islington,,Holloway,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
290,"Waller Road, Newcross, SE14, London, UK",51.472483,-0.048675,"Waller Road, London, S E14, United Kingdom",,,Waller Road,S E14,Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
291,"Loampit Vale Lewisham, SE13, London, UK",51.463453,-0.012605,"Loampit Vale, London, S E13, United Kingdom",,,Loampit Vale,S E13,Lewisham,,Lewisham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
292,"Canon Wharf, Evelyn Street, Deptford,SE8, London, UK",51.4900316,-0.0421094,"Evelyn Street, London, SE8 5RQ, United Kingdom",,Evelyn Street,Evelyn Street,SE8 5RQ,London Borough of Lewisham,,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
293,"97 Stebondal Street Cubitt Town E14, London, UK",51.492132,-0.011108,"Cubitt Town, London, ENG, United Kingdom",,Cubitt Town,,,Tower Hamlets,,Cubitt Town,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
294,"48 Stebondale Street, Cubitt Town E14, London, UK",51.4901045,-0.008369168252096566,"48 Stebondale Street, London, E14 3BX, United Kingdom",48,,Stebondale Street,E14 3BX,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
295,"75, Stebondale Street Cubitt Town E14, London, UK",51.4883121,-0.0094641,"Stebondale Street, London, E14 3DQ, United Kingdom",,Stebondale Street,Stebondale Street,E14 3DQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
296,"White Horse Rd, Tower Hamlets, London E1, UK, London, UK",51.5135392,-0.0408311,"White Horse Road, London, E1 0ND, United Kingdom",,White Horse Road,White Horse Road,E1 0ND,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
297,"Childeric Road, Newcross, SE14, No's 21-61 and 10 40, London, UK",51.4771728,-0.0377901,"Childeric Road, London, SE14 6AX, United Kingdom",,Childeric Road,Childeric Road,SE14 6AX,London Borough of Lewisham,,New Cross,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
298,"Ruddigore Road, Newcross, SE14, No's 2-16 and 1-9 , London, UK",51.5722732,-0.2958081,"Preston Road, Preston Waye, London, HA3 0QG, United Kingdom",,Preston Road,Preston Waye,HA3 0QG,London Borough of Brent,,Preston,London,Greater London,England,ENG,United Kingdom,gb,0.315,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
299,"Ruddigore Road, Newcross, SE14, , London, UK",51.515401,-0.1305917,"Tottenham Court Road, 2-4 Soho Place, London, W1D 3BG, United Kingdom",2-4,Tottenham Court Road,Soho Place,W1D 3BG,London Borough of Camden,,Bloomsbury,London,Greater London,England,ENG,United Kingdom,gb,0.567,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300,"12 St Austell Rd, Lewisham, Greater London SE13 7, London, UK",51.468001,-0.00718,"St Austell Road, London, SE 137, United Kingdom",,,St Austell Road,SE 137,Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301,"Morden Wharf Road, Greenwich SE10, London, UK",51.493819,0.00443,"Morden Wharf Road, London, S E10, United Kingdom",,,Morden Wharf Road,S E10,Greenwich,,North Greenwich,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
302,"Tunnel Avenue, Greenwich, SE10, London, UK",51.489445,0.008867,"Tunnel Avenue, London, S E10, United Kingdom",,,Tunnel Avenue,S E10,Greenwich,,Westcombe Park,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
303,"215 Brockley Road, Forest Hill, SE23, London, UK",51.4629257,-0.0357462,"215 Brockley Road, London, S E23, United Kingdom",215,,Brockley Road,S E23,Lewisham,,Crofton Park,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
304,"110 Gosterwood Street, Deptford, SE8, London, UK",51.4839812,-0.038153147974489585,"110 Gosterwood Street, London, SE8 5NZ, United Kingdom",110,,Gosterwood Street,SE8 5NZ,London Borough of Lewisham,,New Cross,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
305,"81 Plough Way, Rotherhithe SE16, London, UK",51.4927306,-0.0405634,"81 Plough Way, London, S E16, United Kingdom",81,,Plough Way,S E16,Southwark,,Surrey Quays,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
306,"4 Ainsworth RD, Hackney, E9, London, UK",51.5397153,-0.050745,"Ainsworth Road, London, E9 7LP, United Kingdom",,Ainsworth Road,Ainsworth Road,E9 7LP,London Borough of Hackney,,Homerton,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
307,"Addington Road, Bow E3, London, UK",51.3474273,-0.0519826,"Addington Road, London, CR2 8AA, United Kingdom",,Addington Road,Addington Road,CR2 8AA,London Borough of Croydon,,Selsdon,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
308,"86, Manchester Road, Cubitt Town E14, London, UK",51.4875192,-0.0103969,"Gardens Food & Wine, 86 Manchester Road, London, E14 3BE, United Kingdom",86,Gardens Food & Wine,Manchester Road,E14 3BE,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
309,"9 Merchant Street Bow, E3, London, UK",51.5260148,-0.0272722,"Merchant Street, London, E3 4PS, United Kingdom",,Merchant Street,Merchant Street,E3 4PS,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,0.33333333333333337,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
310,"33 Merchant Street, Bow, E3, London, UK",51.5260148,-0.0272722,"Merchant Street, London, E3 4PS, United Kingdom",,Merchant Street,Merchant Street,E3 4PS,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
311,"78 Merchant Street, Bow, E3, London, UK",51.5260148,-0.0272722,"Merchant Street, London, E3 4PS, United Kingdom",,Merchant Street,Merchant Street,E3 4PS,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
312,"13 Bartram Road, Brockley, SE4, London, UK",51.452888,-0.03953668571428521,"13 Bartram Road, London, SE4 2DQ, United Kingdom",13,,Bartram Road,SE4 2DQ,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
313,"11 Bartram Road, Brockley, SE4, London, UK",51.45289635,-0.03945632722575732,"11 Bartram Road, London, SE4 2DQ, United Kingdom",11,,Bartram Road,SE4 2DQ,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
314,"75 Chilton Grove,Deptford SE8, London, UK",51.4914752,-0.041941,"Chilton Grove, London, SE8 5EG, United Kingdom",,Chilton Grove,Chilton Grove,SE8 5EG,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
315,"Stepney Green, E1, London, UK",51.5177487,-0.0427772,"Stepney Green, London, E1 3FQ, United Kingdom",,Stepney Green,Stepney Green,E1 3FQ,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.3261482608695652,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
316,"Stepney Causeway, Stepney, E1, London, UK",51.5125237,-0.0451339,"Stepney Causeway, London, E1 0JN, United Kingdom",,Stepney Causeway,Stepney Causeway,E1 0JN,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
317,"Latimer Street, Stepney, E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
318,"293, Tunnel Avenue, Greenwich SE10, London, UK",51.4955259,0.0035687,"Tunnel Avenue, London, SE10 0QW, United Kingdom",,Tunnel Avenue,Tunnel Avenue,SE10 0QW,Royal Borough of Greenwich,,Greenwich Peninsula,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
319,"Clemence St, London, UK
Poplar, Greater London E14 7, London, UK",51.5160216,-0.0330956,"Clemence Street, London, E14 7TS, United Kingdom",,Clemence Street,Clemence Street,E14 7TS,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
320,"Locksley St, Tower Hamlets, London E14 7EJ, London, UK",51.516726,-0.0310121,"Locksley Street, London, E14 7EJ, United Kingdom",,Locksley Street,Locksley Street,E14 7EJ,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
321,"270 Ardgowan Road, Catford, SE6, 293 Torridon Road Catford SE6, London, UK",51.440221,-0.0017249,"Caravello Coffee Shop, 177 Torridon Road, London, SE6 1RG, United Kingdom",177,Caravello Coffee Shop,Torridon Road,SE6 1RG,London Borough of Lewisham,,Catford South,London,Greater London,England,ENG,United Kingdom,gb,0.22421875,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
322,"38a Stondon Park, Forest Hill, SE23, London, UK",51.4476945,-0.0415999,"Stondon Park, London, SE23 1JP, United Kingdom",,Stondon Park,Stondon Park,SE23 1JP,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
323,"Blackhorse Road, Deptford SE8, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.24947999999999998,0.3969,,,,https://www.whosonfirst.org/docs/licenses/
324,"209a, Mile End Road E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
325,"15, Harford Street, Stepney E2, London, UK",51.5229858,-0.040019,"15 Harford Street, London, E1 4PQ, United Kingdom",15,,Harford Street,E1 4PQ,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
326,"35 Grantely Street, Mile End E1, London, UK",51.525053,-0.040442,"Mile End, London, ENG, United Kingdom",,Mile End,,,Tower Hamlets,,Mile End,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
327,"Drawn Buildings, Adelina Grove, Stepney E1, London, UK",51.519474,-0.0544082,"Adelina Grove, London, E1 3AD, United Kingdom",,Adelina Grove,Adelina Grove,E1 3AD,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
328,"St Clement's Hostel, Bow Road E3, London, UK",51.509648,-0.099076,"London, London Ceremonial County, ENG, United Kingdom",,,,,,,,London,Greater London Ceremonial County,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
329,"28, Bow Road, Bow E3, London, UK",51.52643665,-0.026403800960140306,"Coxley House, 28 Bow Road, London, E3 4LN, United Kingdom",28,Coxley House,Bow Road,E3 4LN,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
330,"113-149 Stebondale Street. Cubitt Town E14, London, UK",51.4883121,-0.0094641,"Stebondale Street, London, E14 3DQ, United Kingdom",,Stebondale Street,Stebondale Street,E14 3DQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
331,"156-194 Stebondale Street Cubitt Town E14, London, UK",51.4883121,-0.0094641,"Stebondale Street, London, E14 3DQ, United Kingdom",,Stebondale Street,Stebondale Street,E14 3DQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
332,"101-111 Stebondale Street, Cubitt Town E14, London, UK",51.4883121,-0.0094641,"Stebondale Street, London, E14 3DQ, United Kingdom",,Stebondale Street,Stebondale Street,E14 3DQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
333,"38 Cayley Street, E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
334,"Harford Street E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
335,"Gibbon Road, Camberwell, SE15, London, UK",51.467778,-0.051776,"Gibbon Road, London, S E15, United Kingdom",,,Gibbon Road,S E15,Southwark,,Nunhead,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
336,"733b, Old Kent Road, SE15, London, UK",51.4833978,-0.0646782,"Old Kent Road, London, SE15 1LA, United Kingdom",,Old Kent Road,Old Kent Road,SE15 1LA,London Borough of Southwark,,Peckham,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
337,"735-737 Old Kent Road SE15, London, UK",51.4809463,-0.0599829,"735 Old Kent Road, London, S E15, United Kingdom",735,,Old Kent Road,S E15,Southwark,,Peckham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
338,"Buchan Road, Camberwell, SE15, London, UK",51.465657,-0.053235,"Buchan Road, London, S E15, United Kingdom",,,Buchan Road,S E15,Southwark,,Nunhead,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
339,"Lewisham high Street SE13, London, UK",51.4505253,-0.0169312,"Lewisham High Street, London, SE6 4AP, United Kingdom",,Lewisham High Street,Lewisham High Street,SE6 4AP,London Borough of Lewisham,,Ladywell,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
340,"Lower Road, Rotherhithe, SE16, London, UK",51.4902402,-0.0424732,"Lower Road, London, SE8 5DJ, United Kingdom",,Lower Road,Lower Road,SE8 5DJ,London Borough of Lewisham,,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
341,"A Yard, Millwall Dock E14, London, UK",51.5869681,-0.04155252774644958,"Blackhorse A, Forest Road, London, E17 6JJ, United Kingdom",,Blackhorse A,Forest Road,E17 6JJ,London Borough of Waltham Forest,,Higham Hill,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
342,"84a, West Ferry Road, Millwall E14, London, UK",51.490135,-0.020035,"Millwall, London, ENG, United Kingdom",,Millwall,,,Tower Hamlets,,Millwall,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
343,"Dunoon Road, Forest Hill, SE23, London, UK",51.447493,-0.051725,"Dunoon Road, London, S E23, United Kingdom",,,Dunoon Road,S E23,Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
